,City,Country,Date,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
322,Dongying,CN,1535586399.0,37.43,118.67,78.64,78.0,8.0,8.66
323,Bubaque,GW,1535583600.0,11.28,-15.83,77.0,100.0,40.0,11.41
324,Quatre Cocos,MU,1535583600.0,-20.21,57.76,64.4,77.0,20.0,6.87
325,Nemuro,JP,1535586036.0,43.32,145.57,61.09,96.0,92.0,14.7
326,Marsh Harbour,BS,1535586014.0,26.54,-77.06,84.04,98.0,36.0,15.59
327,Aklavik,CA,1535583600.0,68.22,-135.01,50.74,62.0,20.0,9.17
328,Teahupoo,PF,1535583600.0,-17.83,-149.27,82.4,65.0,75.0,9.17
329,Hasaki,JP,1535584800.0,35.73,140.83,80.53,88.0,75.0,6.93
330,Zar,YE,1535586401.0,14.49,44.07,66.4,81.0,64.0,2.17
331,Namibe,AO,1535586401.0,-15.19,12.15,65.68,100.0,80.0,8.99
332,Havelock,US,1535583480.0,34.88,-76.9,83.39,79.0,1.0,13.87
333,Torrington,US,1535583180.0,42.06,-104.18,87.6,24.0,1.0,9.17
334,Tsiroanomandidy,MG,1535586090.0,-18.77,46.05,61.72,64.0,20.0,11.45
335,Kununurra,AU,1535585400.0,-15.77,128.74,80.6,61.0,0.0,6.93
336,Barra dos Coqueiros,BR,1535583600.0,-10.91,-37.04,77.0,65.0,40.0,12.75
337,Buala,SB,1535586403.0,-8.15,159.59,84.31,82.0,92.0,6.31
338,Klimovo,RU,1535586403.0,52.38,32.2,55.78,95.0,8.0,4.74
339,Celestun,MX,1535586403.0,20.87,-90.4,84.67,96.0,8.0,21.52
340,Nianzishan,CN,1535586403.0,47.51,122.88,63.7,99.0,92.0,9.44
341,Peniche,PT,1535583600.0,39.36,-9.38,61.7,93.0,0.0,4.7
342,Tolaga Bay,NZ,1535586404.0,-38.37,178.3,55.33,100.0,92.0,19.06
343,Tezu,IN,1535586404.0,27.93,96.16,66.4,92.0,48.0,0.94
344,Cururupu,BR,1535586405.0,-1.82,-44.87,78.64,81.0,8.0,7.43
345,Pozo Colorado,PY,1535586405.0,-23.49,-58.8,87.01,43.0,0.0,16.49
346,Lahat,ID,1535586406.0,-3.78,103.55,74.05,85.0,0.0,6.2
347,Seoul,KR,1535585400.0,37.57,126.98,78.28,78.0,75.0,5.82
348,Haines Junction,CA,1535586406.0,60.75,-137.51,52.18,61.0,8.0,2.62
349,Kidal,ML,1535586406.0,18.44,1.41,79.72,72.0,24.0,2.95
350,Orchard Homes,US,1535583180.0,46.86,-114.05,80.96,21.0,1.0,3.36
351,Morro Bay,US,1535583360.0,35.37,-120.85,76.26,44.0,1.0,14.99
352,Gidam,IN,1535586407.0,18.98,81.4,69.37,96.0,92.0,3.62
353,Mendota,US,1535584500.0,36.75,-120.38,87.01,35.0,1.0,3.62
354,Auki,NG,1535585980.0,12.18,6.51,71.62,93.0,24.0,4.18
355,Whitehorse,CA,1535583600.0,60.72,-135.06,57.2,47.0,75.0,2.24
356,Dudinka,RU,1535586408.0,69.41,86.18,39.67,94.0,92.0,15.14
357,Rio Novo,BR,1535586408.0,-21.48,-43.13,60.46,90.0,8.0,8.21
358,Aasiaat,GL,1535586409.0,68.71,-52.87,41.74,98.0,44.0,6.53
359,Aquin,HT,1535586409.0,18.28,-73.39,83.59,96.0,0.0,9.33
360,Dasoguz,TM,1535583600.0,41.84,59.97,58.75,55.0,0.0,9.17
361,Presidencia Roque Saenz Pena,AR,1535585973.0,-26.79,-60.44,67.84,94.0,56.0,2.62
362,Maralal,KE,1535586410.0,1.1,36.7,56.32,100.0,48.0,2.39
363,Roald,NO,1535583000.0,62.58,6.12,54.34,71.0,12.0,17.22
364,Terra Santa,BR,1535586410.0,-2.1,-56.49,76.48,96.0,8.0,2.06
365,Gazojak,TM,1535586204.0,41.19,61.4,62.44,55.0,0.0,10.89
366,Banda Aceh,ID,1535586065.0,5.56,95.32,72.88,99.0,0.0,2.84
367,Maniitsoq,GL,1535586411.0,65.42,-52.9,40.93,91.0,0.0,9.66
368,Kaeo,NZ,1535586171.0,-35.1,173.78,60.55,74.0,0.0,7.2
369,Funadhoo,MV,1535586412.0,6.15,73.27,79.72,100.0,92.0,11.01
370,Ayia Galini,GR,1535583000.0,35.1,24.68,75.07,73.0,20.0,9.17
371,Manta,RO,1535586412.0,45.1,24.1,63.7,91.0,80.0,3.29
372,Nanortalik,GL,1535586053.0,60.14,-45.24,41.2,97.0,92.0,30.58
373,Palmer,AU,1535583600.0,-34.85,139.16,69.8,14.0,0.0,24.16
374,Road Town,VG,1535583840.0,18.42,-64.62,82.71,83.0,20.0,11.41
375,Cape Coast,GH,1535586414.0,5.11,-1.24,72.97,91.0,48.0,4.63
376,Port Shepstone,ZA,1535586262.0,-30.74,30.45,63.7,85.0,0.0,12.57
377,Gorontalo,ID,1535586090.0,0.54,123.06,77.02,90.0,44.0,2.62
378,Fukue,JP,1535584800.0,35.03,136.69,83.34,69.0,75.0,1.12
379,Siuri,IN,1535586415.0,23.91,87.53,75.58,98.0,80.0,3.96
380,Nouadhibou,MR,1535583600.0,20.93,-17.03,73.4,73.0,0.0,10.29
381,Havoysund,NO,1535583000.0,71.0,24.66,60.8,67.0,0.0,38.03
382,Chumphon,TH,1535583600.0,10.5,99.18,77.0,94.0,90.0,6.93
383,Huejuquilla el Alto,MX,1535586416.0,22.63,-103.9,69.64,66.0,48.0,2.39
384,Kaniama,CD,1535586416.0,-7.57,24.18,68.47,35.0,8.0,5.41
385,Surab,PK,1535586417.0,28.49,66.26,57.4,35.0,8.0,3.06
386,Alekseyevsk,RU,1535586418.0,57.84,108.35,55.78,96.0,92.0,2.95
387,Goderich,CA,1535586419.0,43.74,-81.71,69.55,85.0,76.0,12.01
388,Fecamp,FR,1535583600.0,49.76,0.37,61.66,82.0,64.0,10.29
389,Saint Anthony,US,1535583360.0,43.97,-111.68,77.38,3.0,1.0,12.75
390,Leeton,AU,1535586419.0,-34.55,146.4,47.77,89.0,64.0,7.87
391,Southbridge,US,1535583360.0,42.08,-72.03,87.31,69.0,1.0,5.82
392,Deniliquin,AU,1535586420.0,-35.53,144.96,47.23,90.0,88.0,7.99
393,Novobirilyussy,RU,1535586420.0,56.95,90.69,53.98,94.0,76.0,5.86
394,Pandrup,DK,1535586420.0,57.21,9.68,58.57,95.0,92.0,1.61
395,Ramanuj Ganj,IN,1535586421.0,23.81,83.7,74.77,96.0,80.0,2.95
396,Wahpeton,US,1535584560.0,46.27,-96.61,70.45,40.0,1.0,4.7
397,Mayo,CA,1535583600.0,63.59,-135.9,55.4,62.0,75.0,4.7
398,Meulaboh,ID,1535585960.0,4.14,96.13,77.29,100.0,0.0,4.41
399,Svetlogorsk,RU,1535583600.0,53.14,59.15,50.0,87.0,0.0,4.47
400,Belvedere Park,US,1535585880.0,32.46,-84.9,81.59,88.0,75.0,3.36
401,Bonnyville,CA,1535583600.0,54.27,-110.74,62.6,82.0,90.0,2.24
402,Saint-Leu,RE,1535583600.0,-21.15,55.28,66.2,55.0,0.0,5.82
403,Tiznit,MA,1535586066.0,29.7,-9.73,68.83,98.0,0.0,5.3
404,Ayan,TR,1535586423.0,40.67,33.6,58.48,82.0,76.0,2.17
405,Inuvik,CA,1535583600.0,68.36,-133.71,51.01,57.0,20.0,5.82
406,Stepanov,RU,1535586423.0,47.64,38.83,76.48,32.0,44.0,12.8
407,Rio Grande,BR,1535586191.0,-32.03,-52.1,60.82,92.0,92.0,5.64
408,Saint-Raymond,CA,1535585580.0,46.89,-71.84,64.4,93.0,40.0,4.41
409,Mayskiy,RU,1535583600.0,43.63,44.06,66.2,82.0,12.0,2.24
410,Henties Bay,NA,1535586094.0,-22.12,14.28,58.48,89.0,0.0,6.42
411,Naze,NG,1535583600.0,5.43,7.07,75.2,94.0,75.0,2.51
412,Lima,PE,1535586425.0,-12.06,-77.04,61.09,68.0,12.0,2.73
413,Hervey Bay,AU,1535586241.0,-25.3,152.85,66.4,86.0,0.0,7.99
414,Kuala Terengganu,MY,1535583600.0,5.33,103.14,75.2,100.0,75.0,4.7
415,Jijiga,ET,1535586425.0,9.35,42.8,62.8,77.0,56.0,10.67
416,Aloleng,PH,1535586426.0,16.13,119.78,79.0,100.0,12.0,7.43
417,Kargasok,RU,1535586426.0,59.06,80.87,55.78,87.0,68.0,3.96
418,Pascagoula,US,1535585700.0,30.37,-88.56,81.27,81.0,20.0,3.36
419,Kahului,US,1535584320.0,20.89,-156.47,84.2,55.0,40.0,20.8
420,Dubbo,AU,1535585400.0,-32.25,148.6,48.2,57.0,0.0,8.05
421,Oga,NG,1535586077.0,8.18,5.65,72.34,96.0,68.0,5.53
422,Tupiza,BO,1535586428.0,-21.44,-65.72,48.76,20.0,0.0,7.43
423,Aguimes,ES,1535583600.0,27.91,-15.45,73.4,73.0,40.0,33.33
424,Camalu,MX,1535586428.0,30.85,-116.07,82.24,46.0,0.0,7.43
425,Vestmannaeyjar,IS,1535586023.0,63.44,-20.27,43.27,100.0,0.0,7.99
426,Kiunga,PG,1535586429.0,-6.12,141.3,71.08,99.0,92.0,1.95
427,Uelzen,DE,1535584800.0,52.97,10.56,68.7,56.0,75.0,5.82
428,Majene,ID,1535586004.0,-3.54,118.97,82.15,98.0,20.0,6.64
429,Cayenne,GF,1535583600.0,4.94,-52.33,80.6,83.0,0.0,4.7
430,Yumen,CN,1535586097.0,40.29,97.04,57.94,69.0,20.0,3.18
431,Asind,IN,1535586430.0,25.73,74.33,73.6,95.0,92.0,9.89
432,Bukene,TZ,1535586430.0,-4.23,32.89,63.97,50.0,0.0,12.12
433,Nishihara,JP,1535585400.0,35.74,139.53,80.6,74.0,75.0,10.29
434,Kempsey,AU,1535586430.0,-31.08,152.84,59.02,85.0,0.0,7.2
435,Ornskoldsvik,SE,1535583000.0,63.29,18.72,58.21,93.0,48.0,5.82
436,Tayoltita,MX,1535586431.0,24.11,-105.93,70.72,99.0,88.0,1.39
437,Weihai,CN,1535586431.0,37.5,122.11,76.21,98.0,32.0,13.24
438,Hohhot,CN,1535583600.0,40.81,111.65,62.6,88.0,40.0,4.47
439,Nizwa,OM,1535586432.0,22.93,57.53,68.65,77.0,44.0,1.72
440,Gambela,ET,1535586255.0,8.25,34.59,64.24,98.0,92.0,3.4
441,Longido,TZ,1535586432.0,-2.73,36.7,57.58,72.0,48.0,4.41
442,Ekhabi,RU,1535586086.0,53.51,142.97,55.78,100.0,92.0,19.17
443,Ballina,IE,1535586433.0,54.11,-9.15,51.1,94.0,92.0,4.07
444,Bartica,GY,1535583600.0,6.41,-58.62,78.8,88.0,20.0,4.7
445,Ambilobe,MG,1535586189.0,-13.19,49.05,63.52,72.0,0.0,4.74
446,Port Moresby,PG,1535586034.0,-9.47,147.16,77.02,99.0,80.0,23.53
447,Ewo,CG,1535586434.0,-0.88,14.81,70.54,93.0,68.0,3.4
448,Changji,CN,1535586434.0,32.07,116.17,83.05,87.0,12.0,4.63
449,Opuwo,NA,1535586434.0,-18.06,13.84,51.28,49.0,0.0,2.84
450,Atar,MR,1535586102.0,20.52,-13.05,86.11,45.0,64.0,2.17
451,Manokwari,ID,1535586035.0,-0.87,134.08,80.98,100.0,48.0,7.87
452,Vestmanna,FO,1535583000.0,62.16,-7.17,48.2,81.0,76.0,1.12
453,Amga,RU,1535586435.0,60.89,131.98,56.5,90.0,88.0,3.62
454,Sola,FI,1535583000.0,62.78,29.36,55.4,82.0,0.0,8.05
455,Grenville,CA,1535583600.0,45.62,-74.6,77.97,83.0,75.0,4.7
456,Chapais,CA,1535584740.0,49.78,-74.86,48.2,100.0,90.0,6.93
457,Charters Towers,AU,1535586436.0,-20.07,146.27,70.54,73.0,0.0,7.65
458,Vila Franca do Campo,PT,1535583600.0,37.72,-25.43,73.4,88.0,40.0,9.17
459,Taloqan,AF,1535586437.0,36.74,69.54,47.77,62.0,0.0,3.18
460,San Rafael,AR,1535586437.0,-34.61,-68.33,51.1,43.0,12.0,9.44
461,Port Macquarie,AU,1535583600.0,-31.43,152.91,53.6,54.0,0.0,8.05
462,Sao Joao da Barra,BR,1535583600.0,-21.64,-41.05,66.2,93.0,0.0,4.7
463,Dalvik,SE,1535583000.0,57.79,14.13,55.4,100.0,0.0,3.96
464,Trairi,BR,1535586438.0,-3.28,-39.27,79.54,98.0,0.0,20.85
465,Masuda,JP,1535583600.0,34.68,131.85,83.39,74.0,75.0,2.24
466,Ondangwa,NA,1535586439.0,-17.91,15.98,60.55,27.0,0.0,6.42
467,Geraldton,CA,1535583600.0,49.72,-86.95,57.2,58.0,40.0,3.36
468,Lyskovo,RU,1535586440.0,56.03,45.04,57.85,75.0,0.0,4.07
469,Wakkanai,JP,1535586440.0,45.41,141.67,64.87,100.0,92.0,9.44
470,Talcahuano,CL,1535583600.0,-36.72,-73.12,53.6,93.0,90.0,4.7
471,Choix,MX,1535586441.0,26.71,-108.33,74.77,94.0,80.0,0.38
472,Inta,RU,1535586441.0,66.04,60.13,46.69,89.0,76.0,3.62
473,Lazaro Cardenas,MX,1535582820.0,28.39,-105.62,91.4,29.0,40.0,5.82
474,Haverfordwest,GB,1535583000.0,51.8,-4.97,48.2,87.0,36.0,5.82
475,Mackay,CA,1535583600.0,53.65,-115.58,50.9,87.0,90.0,8.05
476,Baker City,US,1535583360.0,44.77,-117.83,87.08,19.0,1.0,11.41
477,Ngorongoro,TZ,1535586442.0,-3.24,35.49,54.79,73.0,64.0,2.95
478,Djambala,CG,1535586442.0,-2.55,14.76,71.98,77.0,12.0,7.99
479,Sayat,TM,1535583600.0,38.78,63.88,68.0,34.0,0.0,11.41
480,Urengoy,RU,1535586443.0,65.96,78.37,43.9,91.0,64.0,13.69
481,Zeya,RU,1535586443.0,53.74,127.27,62.26,71.0,0.0,3.06
482,Kiri Buru,IN,1535586443.0,22.08,85.35,73.87,99.0,92.0,2.28
483,Phuket,TH,1535585400.0,7.89,98.4,73.67,88.0,40.0,8.77
484,Bacolod,PH,1535586444.0,10.68,122.95,81.34,79.0,20.0,3.51
485,Murgab,TM,1535583600.0,37.5,61.97,62.6,48.0,0.0,4.7
486,Ha Tinh,VN,1535586444.0,18.33,105.9,79.99,100.0,92.0,17.27
487,Auce,LV,1535586445.0,56.47,22.9,57.31,88.0,32.0,2.95
488,Qazigund,IN,1535586445.0,33.59,75.17,50.74,81.0,32.0,1.61
489,Lagoa,PT,1535583600.0,37.14,-8.45,73.4,49.0,0.0,4.7
490,Codrington,AU,1535586017.0,-28.95,153.24,59.47,63.0,0.0,3.51
491,Grindavik,IS,1535583600.0,63.84,-22.43,42.8,81.0,75.0,6.93
492,Eyl,SO,1535586446.0,7.98,49.82,76.03,77.0,20.0,20.85
493,Lebowakgomo,ZA,1535583600.0,-24.3,29.54,50.0,71.0,0.0,2.24
494,Usinsk,RU,1535586446.0,66.0,57.56,41.74,94.0,12.0,6.98
495,Paraopeba,BR,1535583600.0,-19.28,-44.4,66.2,63.0,40.0,5.82
496,Lebu,ET,1535585978.0,8.96,38.73,50.47,96.0,68.0,2.73
497,Scarborough,GB,1535583000.0,54.28,-0.41,49.96,76.0,56.0,5.82
498,San Luis,AR,1535586448.0,-33.3,-66.34,61.9,30.0,0.0,13.13
499,Toora-Khem,RU,1535586432.0,52.47,96.11,48.4,97.0,88.0,2.62
500,Ontario,US,1535583480.0,34.07,-117.65,86.81,28.0,40.0,9.17
501,Nha Trang,VN,1535586449.0,12.24,109.19,82.6,80.0,0.0,9.33
502,Puerto Escondido,MX,1535582700.0,15.86,-97.07,82.4,74.0,90.0,11.41
503,Diamantino,BR,1535586210.0,-14.4,-56.44,76.57,65.0,0.0,3.18
504,Shemursha,RU,1535586312.0,54.89,47.52,53.71,78.0,0.0,2.73
505,San Antonio,CL,1535583600.0,-33.58,-71.61,51.8,93.0,0.0,3.96
506,Ulefoss,NO,1535583000.0,59.29,9.26,59.0,93.0,92.0,3.36
507,Surt,LY,1535586452.0,31.21,16.59,81.07,86.0,88.0,6.64
508,Oktyabrskiy,RU,1535583600.0,55.61,37.97,65.62,52.0,0.0,2.24
509,Faya,SA,1535583600.0,18.39,42.45,64.4,93.0,40.0,5.82
510,Clovis,US,1535586000.0,36.83,-119.7,88.0,35.0,1.0,4.52
511,Stutterheim,ZA,1535586453.0,-32.57,27.43,38.86,86.0,0.0,2.62
512,Inhambane,MZ,1535586453.0,-23.87,35.38,62.08,100.0,8.0,6.2
513,Vikindu,TZ,1535586453.0,-6.98,39.3,67.48,82.0,0.0,4.63
514,Churapcha,RU,1535586454.0,62.0,132.43,57.58,91.0,88.0,3.74
515,Thinadhoo,MV,1535585971.0,0.53,72.93,83.5,100.0,88.0,9.44
516,Black River,JM,1535583600.0,18.03,-77.85,86.0,70.0,20.0,19.46
517,Richards Bay,ZA,1535586073.0,-28.77,32.06,61.63,77.0,0.0,10.33
518,Ames,US,1535585700.0,42.03,-93.62,71.22,60.0,1.0,5.82
519,Aykhal,RU,1535585983.0,65.95,111.51,54.52,94.0,92.0,3.74
520,Mansa,IN,1535585400.0,23.43,72.66,80.6,88.0,75.0,4.7
521,Hedaru,TZ,1535586455.0,-4.5,37.91,60.64,88.0,0.0,5.53
522,San Cristobal,EC,1535583600.0,-0.39,-78.55,57.2,67.0,40.0,17.22
523,Mount Isa,AU,1535585400.0,-20.73,139.49,77.0,14.0,0.0,10.29
524,Lexington,US,1535583300.0,38.05,-84.5,87.64,59.0,75.0,8.05
525,Buzmeyin,TM,1535583600.0,38.05,58.21,73.4,27.0,0.0,6.93
526,Waslala,NI,1535586457.0,13.33,-85.37,76.21,84.0,92.0,4.52
527,Mandalgovi,MN,1535586457.0,45.76,106.27,59.29,85.0,32.0,4.97
528,Kupang,ID,1535583600.0,-10.16,123.6,75.2,83.0,20.0,1.12
529,Salalah,OM,1535583000.0,17.01,54.1,75.2,94.0,90.0,2.24
530,Aranos,NA,1535586458.0,-24.14,19.11,44.98,46.0,8.0,5.19
531,Marawi,PH,1535586018.0,8.0,124.29,72.7,94.0,36.0,2.73
532,Yeppoon,AU,1535585400.0,-23.13,150.74,69.8,60.0,20.0,3.36
533,Rawatsar,IN,1535586459.0,29.26,74.4,82.15,80.0,0.0,4.74
534,Marsa Matruh,EG,1535583600.0,31.35,27.25,78.8,74.0,20.0,5.82
535,Seymchan,RU,1535586459.0,62.93,152.39,50.47,77.0,20.0,3.62
536,Iranshahr,IR,1535586460.0,27.21,60.69,63.52,33.0,0.0,2.84
537,Brescia,IT,1535583300.0,45.54,10.22,69.28,77.0,75.0,3.36
538,Tres Arroyos,AR,1535586460.0,-38.38,-60.28,49.84,72.0,0.0,10.78
539,Kindu,CD,1535585968.0,-2.95,25.92,70.9,94.0,32.0,1.95
540,Cockburn Town,TC,1535585916.0,21.46,-71.14,83.59,96.0,24.0,21.3
541,Hare Bay,CA,1535583600.0,48.86,-53.99,53.6,71.0,75.0,4.7
542,Half Moon Bay,US,1535583360.0,37.46,-122.43,75.7,49.0,40.0,23.04
543,Rivers,CA,1535583600.0,50.03,-100.23,75.2,36.0,40.0,11.41
544,Baraki Barak,AF,1535583000.0,33.97,68.95,60.8,29.0,0.0,1.12
545,San Ignacio,CL,1535583600.0,-36.8,-72.03,51.8,87.0,92.0,8.05
546,Basco,US,1535584500.0,40.33,-91.2,74.52,64.0,40.0,4.7
547,San Lorenzo,PY,1535583600.0,-25.34,-57.51,86.0,40.0,0.0,8.05
548,Naryan-Mar,RU,1535586463.0,67.67,53.09,47.32,91.0,76.0,9.1
549,Beringovskiy,RU,1535586066.0,63.05,179.32,48.85,100.0,92.0,23.09
550,Songjianghe,CN,1535586463.0,42.18,127.48,61.27,94.0,68.0,4.63
551,Okoneshnikovo,RU,1535586464.0,54.84,75.08,49.66,90.0,64.0,6.2
552,Urucara,BR,1535586464.0,-2.54,-57.76,81.52,72.0,8.0,3.96
553,Umm Lajj,SA,1535586064.0,25.02,37.27,78.55,100.0,0.0,4.97
554,Pogar,RU,1535586464.0,52.55,33.26,58.48,99.0,76.0,2.95
555,Tilichiki,RU,1535586465.0,60.47,166.1,50.2,88.0,76.0,12.12
556,Gobabis,NA,1535586465.0,-22.45,18.97,46.24,58.0,0.0,3.96
557,Santa Leopoldina,BR,1535583600.0,-20.1,-40.53,73.4,83.0,75.0,5.82
558,Carutapera,BR,1535586068.0,-1.2,-46.02,79.54,82.0,0.0,10.22
559,Maxixe,MZ,1535586466.0,-23.86,35.35,62.08,100.0,8.0,6.2
